RunNumber NLivePmts NTT8 Nentries MaxY MaxX GausAmp GausMean GausSigma SkewAmp SkewMean SkewLeftSigma SkewRightSigma BadChannels
20003 1649 129009 13595155 1.44593e+06 650.75 1.29451e+06 651.249 1.93206 3.16786e+06 649.77 1.13211 3.53863 3
20041 1642 127057 13370927 1.71655e+06 650.75 1.41888e+06 651.248 1.73448 3.11674e+06 649.916 1.00024 3.30005 1
20071 1641 124116 13067473 1.48747e+06 650.25 1.29665e+06 650.748 1.8548 3.04582e+06 649.313 1.06901 3.44784 6
20146 1624 124338 13181402 1.47975e+06 650.75 1.2926e+06 651.248 1.87742 3.07325e+06 649.815 1.10287 3.4661 6
20241 1636 125659 13777465 1.37868e+06 651.25 1.26531e+06 651.252 2.00538 3.21352e+06 649.717 1.17737 3.64227 0
20282 1638 123321 13479373 1.56472e+06 650.75 1.35058e+06 651.249 1.83737 3.14273e+06 649.835 1.06481 3.42537 3
20324 1636 124142 13694184 1.55809e+06 650.75 1.35269e+06 651.249 1.86381 3.19286e+06 649.827 1.09116 3.4511 3
20399 1627 124087 13742887 1.59228e+06 650.25 1.3698e+06 650.748 1.84736 3.20483e+06 649.335 1.07749 3.4365 3
20434 1602 279345 30256274 3.69632e+06 650.75 3.12064e+06 651.248 1.78428 7.05172e+06 649.877 1.03378 3.3636 5
20508 1630 165916 18433408 2.31129e+06 650.75 1.92567e+06 651.248 1.76279 4.2988e+06 649.898 1.02195 3.33034 4
20546 1628 126802 14028406 1.65363e+06 650.75 1.41406e+06 651.247 1.82668 3.27129e+06 649.871 1.08733 3.40363 7
20586 1628 124814 13819761 1.64809e+06 650.75 1.40721e+06 651.248 1.8084 3.22269e+06 649.846 1.03711 3.39144 2
20619 1629 139360 15420130 1.91911e+06 650.75 1.60212e+06 651.248 1.77205 3.59559e+06 649.897 1.03404 3.34371 9
20656 1630 124084 13783130 1.652e+06 650.75 1.40318e+06 651.248 1.80855 3.21372e+06 649.871 1.06208 3.38421 5
20722 1618 171611 18914807 2.27113e+06 650.75 1.93007e+06 651.247 1.80455 4.41061e+06 649.88 1.06563 3.37398 4
20758 1613 137982 15172751 1.78537e+06 650.75 1.5321e+06 651.248 1.82402 3.53904e+06 649.847 1.06236 3.40588 4
20767 1614 128524 14142984 1.45648e+06 650.75 1.32576e+06 651.247 1.96437 3.2986e+06 649.754 1.16397 3.5715 5
20791 1616 147042 16157977 1.76474e+06 650.75 1.5646e+06 651.248 1.90206 3.76867e+06 649.788 1.10544 3.493 6
20828 1615 149145 16402833 2.01604e+06 650.75 1.69312e+06 651.248 1.78391 3.82493e+06 649.881 1.03404 3.35574 3
20863 1615 149064 16364576 2.0027e+06 650.75 1.69072e+06 651.248 1.78211 3.81569e+06 649.879 1.03366 3.35577 2
20895 1616 149186 15842471 1.27708e+06 650.75 1.29977e+06 651.747 2.24356 3.69416e+06 649.953 1.23821 3.93157 6
20897 1616 149114 16193703 2.02045e+06 651.25 1.68343e+06 651.748 1.77104 3.77562e+06 650.386 1.01871 3.34261 5
20899 1616 149188 16421612 1.69191e+06 650.75 1.55366e+06 651.248 1.94623 3.82994e+06 649.73 1.12329 3.56341 7
20930 1611 149135 16292474 1.93824e+06 650.75 1.65482e+06 651.248 1.81284 3.79904e+06 649.84 1.03785 3.39795 5
20963 1611 149192 16299544 1.70472e+06 650.75 1.52876e+06 651.248 1.963 3.80078e+06 649.797 1.19071 3.55343 6
20998 1616 148958 15992987 1.67391e+06 650.75 1.51334e+06 651.247 1.94558 3.72914e+06 649.77 1.15139 3.54893 7
21030 1610 149056 16200545 1.98714e+06 650.75 1.67313e+06 651.248 1.78251 3.77688e+06 649.894 1.04568 3.35161 4
21060 1607 149177 16180088 1.94662e+06 650.75 1.64976e+06 651.248 1.80589 3.77306e+06 649.891 1.07579 3.3754 3
21093 1610 149037 16106249 1.76635e+06 650.75 1.5618e+06 651.248 1.89873 3.75568e+06 649.794 1.10956 3.49529 6
21152 1596 149161 16669014 2.07675e+06 650.75 1.74188e+06 651.248 1.76245 3.88766e+06 649.895 1.02117 3.33055 4
21184 1599 149236 16675032 2.04189e+06 650.75 1.7242e+06 651.248 1.78134 3.88958e+06 649.9 1.05287 3.34941 4
21219 1590 149018 16419449 1.98849e+06 650.75 1.68663e+06 651.248 1.7923 3.82813e+06 649.882 1.05114 3.36315 5
21257 1573 149110 16225725 1.97601e+06 650.75 1.67302e+06 651.248 1.7856 3.7832e+06 649.884 1.04313 3.35941 6
21270 1587 149120 16615645 1.94634e+06 650.75 1.67116e+06 651.248 1.83139 3.87555e+06 649.865 1.0879 3.40263 7
21287 1588 150150 16852907 1.89957e+06 650.75 1.65843e+06 651.248 1.87151 3.9305e+06 649.825 1.10304 3.45549 5
21380 1584 19329 2175091 250188 650.75 217500 651.249 1.84119 507075 649.839 1.07474 3.42198 4
21420 1579 146803 16658477 2.12977e+06 650.75 1.77267e+06 651.248 1.73158 3.88619e+06 649.9 0.982285 3.28639 5
21518 1573 149174 17029112 2.08007e+06 650.25 1.7609e+06 650.749 1.78189 3.97275e+06 649.384 1.0372 3.34287 5
21584 1570 159125 18019012 2.13368e+06 650.25 1.83151e+06 650.748 1.81322 4.20479e+06 649.351 1.05265 3.38615 6
21638 1567 190795 21209691 2.63957e+06 650.75 2.20709e+06 651.248 1.77108 4.94948e+06 649.912 1.04528 3.32516 5
21677 1570 205843 22562922 2.56255e+06 650.75 2.23723e+06 651.248 1.85806 5.26376e+06 649.818 1.07825 3.44151 5
21719 1565 150035 16295364 1.96133e+06 650.25 1.67025e+06 650.748 1.7973 3.80126e+06 649.397 1.07331 3.35813 2
21763 1539 158246 16767427 1.84962e+06 650.25 1.63634e+06 650.747 1.88811 3.91261e+06 649.32 1.12391 3.47304 5
21808 1557 149050 15932384 1.65625e+06 650.25 1.49186e+06 650.747 1.96741 3.71678e+06 649.285 1.18737 3.55282 5
21848 1561 148838 15887597 1.86682e+06 650.25 1.61336e+06 650.749 1.81376 3.70578e+06 649.325 1.03098 3.40589 7
21892 1565 149106 16051279 1.90273e+06 650.25 1.6341e+06 650.747 1.80945 3.74417e+06 649.354 1.05202 3.38638 6
21917 1550 149202 15770977 2.02169e+06 650.25 1.667e+06 650.748 1.74256 3.6787e+06 649.422 1.01446 3.30289 3
21956 1550 148994 15755096 1.84522e+06 650.75 1.59369e+06 651.248 1.82129 3.67548e+06 649.843 1.05599 3.4008 4
22004 1545 149549 15769639 1.80363e+06 650.25 1.57247e+06 650.747 1.84723 3.67858e+06 649.336 1.08664 3.43394 7
22036 1559 151800 16170450 1.92207e+06 650.25 1.64243e+06 650.748 1.81354 3.77207e+06 649.338 1.03787 3.40038 4
22064 1560 220718 23634489 2.81983e+06 650.25 2.39728e+06 650.749 1.81632 5.51399e+06 649.366 1.06406 3.39209 7
22096 1552 149057 15714823 1.94617e+06 650.75 1.62681e+06 651.248 1.77893 3.66501e+06 649.902 1.04773 3.34724 6
22134 1555 149095 15855854 1.79295e+06 650.75 1.54436e+06 650.752 1.89193 3.69961e+06 649.348 1.15299 3.49178 2
22166 1551 149961 15947944 1.89144e+06 650.75 1.60281e+06 651.247 1.83327 3.721e+06 649.906 1.1223 3.39008 5
22199 1552 164399 17539759 2.23512e+06 650.75 1.85353e+06 651.248 1.74336 4.09198e+06 649.923 1.01847 3.30103 3
22271 1552 149235 15885051 1.9754e+06 650.75 1.65075e+06 651.248 1.77297 3.70609e+06 649.903 1.03875 3.33383 4
22341 1551 150287 15548011 1.91904e+06 650.25 1.60876e+06 650.748 1.78063 3.62767e+06 649.4 1.04771 3.34807 4
22376 1546 158102 16949734 2.05592e+06 650.75 1.74339e+06 651.248 1.79131 3.95476e+06 649.889 1.05997 3.3609 4
22413 1526 149248 15639479 1.94051e+06 650.25 1.63399e+06 650.748 1.762 3.64614e+06 649.399 1.0237 3.33268 5
22450 1534 149093 15902693 1.91064e+06 650.25 1.62634e+06 650.748 1.80189 3.71076e+06 649.373 1.05578 3.37111 4
22486 1535 149006 16094222 1.94175e+06 650.75 1.64485e+06 651.248 1.8027 3.75481e+06 649.922 1.09847 3.35337 5
22527 1530 149247 16169297 1.74321e+06 650.25 1.57074e+06 650.748 1.89704 3.77317e+06 649.277 1.10208 3.49119 4
22563 1528 149096 17414301 2.15945e+06 650.75 1.81672e+06 651.248 1.76757 4.06553e+06 649.926 1.0568 3.30934 7
22581 1532 149266 17455709 2.14495e+06 650.75 1.81396e+06 651.248 1.77423 4.07479e+06 649.905 1.04903 3.32702 3
22636 1528 255312 29965696 3.31218e+06 651.25 2.8809e+06 651.252 1.91933 6.99947e+06 649.875 1.2011 3.48625 5
22705 1518 149209 17423636 2.05625e+06 650.75 1.77962e+06 651.247 1.80595 4.06854e+06 649.873 1.06624 3.3581 4
22740 1521 164558 19269580 2.31179e+06 650.75 1.97996e+06 651.248 1.79471 4.49865e+06 649.895 1.07111 3.34329 5
22801 1512 170162 19724520 2.45971e+06 650.75 2.06951e+06 651.248 1.75747 4.60456e+06 649.917 1.03542 3.30049 7
22851 1520 154443 18002351 2.1464e+06 650.75 1.83573e+06 651.248 1.80839 4.20286e+06 649.898 1.08551 3.35659 2
23188 1510 154765 17789620 2.06436e+06 651.25 1.77475e+06 651.252 1.84914 4.15423e+06 649.882 1.12211 3.42106 7
23222 1509 149043 17113240 1.9018e+06 650.25 1.69537e+06 650.747 1.86129 3.99532e+06 649.325 1.10191 3.43669 4
23264 1501 149108 17031962 2.14133e+06 650.75 1.79788e+06 651.248 1.74693 3.97659e+06 649.913 1.01985 3.30064 2
23300 1495 170583 19410506 2.1132e+06 650.25 1.90505e+06 650.749 1.87906 4.53247e+06 649.291 1.09067 3.46708 7
23328 1499 149097 16950558 1.98488e+06 650.75 1.72282e+06 651.247 1.81431 3.95764e+06 649.881 1.08772 3.37557 3
23377 1482 149152 16677550 1.98164e+06 650.25 1.71453e+06 650.748 1.79355 3.89341e+06 649.345 1.02823 3.36997 3
23444 1498 149020 16614747 1.89336e+06 650.75 1.66555e+06 651.247 1.83931 3.87856e+06 649.852 1.09315 3.40575 10
23477 1495 159714 17711668 2.0908e+06 650.75 1.81415e+06 651.247 1.8001 4.13451e+06 649.869 1.05793 3.36256 4
23513 1499 149103 16671306 1.92486e+06 650.75 1.68281e+06 651.247 1.82656 3.89164e+06 649.86 1.08299 3.3926 4
23548 1503 158122 17456338 2.12187e+06 650.75 1.80226e+06 651.247 1.7855 4.07444e+06 649.919 1.07875 3.33445 8
23586 1495 149911 16214612 1.85048e+06 650.75 1.6339e+06 651.247 1.82914 3.7842e+06 649.827 1.06338 3.41139 5
23648 1497 149220 16186091 1.94861e+06 650.75 1.66371e+06 651.248 1.79329 3.77758e+06 649.868 1.04154 3.36145 5
23754 1498 160416 17316229 2.11844e+06 650.75 1.79476e+06 651.247 1.77834 4.04151e+06 649.914 1.06587 3.33509 7
23786 1486 149373 15966504 1.77839e+06 650.75 1.58237e+06 651.246 1.86023 3.72709e+06 649.842 1.11554 3.43285 5
23822 1492 158158 16716192 1.92365e+06 650.75 1.67686e+06 651.246 1.83738 3.90138e+06 649.87 1.10772 3.40459 6
23894 1470 197332 20535553 2.1889e+06 651.25 1.9604e+06 651.251 1.93192 4.79543e+06 649.778 1.14567 3.54793 5
23915 1465 236133 24883383 3.01822e+06 650.75 2.57079e+06 651.247 1.78441 5.8088e+06 649.915 1.07646 3.34043 3
24000 1492 149763 15756063 1.85538e+06 650.25 1.60056e+06 650.747 1.81397 3.67635e+06 649.376 1.08182 3.38193 3
24016 1493 149014 15630992 1.58151e+06 650.25 1.47336e+06 650.747 1.95509 3.64799e+06 649.232 1.14324 3.56434 6
24043 1494 149310 15637620 1.64416e+06 650.75 1.46692e+06 650.753 1.96562 3.65072e+06 649.302 1.19866 3.56785 6
24056 1490 149213 15663584 1.85005e+06 650.75 1.57756e+06 651.247 1.82981 3.6555e+06 649.922 1.13775 3.38156 4
24067 1497 149655 15662879 1.62036e+06 650.25 1.49432e+06 650.748 1.93143 3.65521e+06 649.25 1.12722 3.53936 3
24091 1491 152187 15858612 1.61095e+06 650.75 1.48331e+06 650.753 1.97107 3.70252e+06 649.21 1.13979 3.6139 5
24119 1462 151824 15590766 1.9368e+06 650.75 1.62484e+06 651.248 1.76825 3.63841e+06 649.934 1.06642 3.32306 3
24133 1486 154338 16004838 1.85517e+06 650.25 1.6143e+06 650.747 1.8271 3.7348e+06 649.366 1.09222 3.40033 3
24208 1486 151035 15638904 1.66115e+06 650.75 1.5086e+06 651.248 1.91045 3.64972e+06 649.775 1.11807 3.5077 8
24241 1483 149647 15318654 1.76656e+06 650.75 1.53808e+06 651.248 1.83482 3.57371e+06 649.839 1.07169 3.41844 2
24278 1492 149568 15363911 1.62517e+06 650.75 1.47955e+06 651.249 1.91376 3.58597e+06 649.751 1.09883 3.52186 4
24310 1472 156587 15834110 1.63924e+06 650.75 1.50453e+06 651.249 1.93876 3.69445e+06 649.737 1.11942 3.55297 4
24355 1475 169284 17232233 1.8534e+06 650.75 1.67235e+06 651.249 1.89869 4.02124e+06 649.771 1.0973 3.50266 4
24515 1478 173951 17494816 1.96576e+06 650.75 1.72966e+06 651.248 1.86348 4.0815e+06 649.827 1.09731 3.4464 10
24527 1480 150345 15088804 1.74466e+06 650.75 1.51792e+06 651.248 1.83159 3.52066e+06 649.829 1.05819 3.41933 8
24544 1476 150835 15249460 1.78064e+06 650.75 1.5371e+06 651.248 1.82809 3.55808e+06 649.871 1.0904 3.39675 6
24576 1469 150817 15337980 1.84529e+06 650.75 1.57052e+06 651.248 1.79973 3.57914e+06 649.925 1.10461 3.35036 3
24609 1469 151030 13310425 1.37036e+06 650.75 1.26059e+06 651.249 1.94398 3.10379e+06 649.742 1.12939 3.55859 4
24715 1460 158922 11420272 1.37422e+06 650.75 1.16225e+06 651.248 1.80803 2.66114e+06 649.938 1.11874 3.35523 3
24803 1444 149993 9571621 1.09898e+06 650.75 955141 651.247 1.84378 2.23008e+06 649.863 1.10501 3.41698 1
24892 1452 156685 15367377 1.75133e+06 651.25 1.534e+06 651.747 1.84553 3.58501e+06 650.347 1.1005 3.42516 6
24959 1457 161550 15882457 1.68415e+06 651.25 1.52387e+06 651.746 1.92004 3.70526e+06 650.297 1.15165 3.51014 9
25000 1457 149213 14784433 1.65512e+06 651.25 1.42677e+06 651.252 1.9104 3.45096e+06 649.865 1.1771 3.49242 4
25047 1456 155807 15185277 1.74544e+06 651.75 1.48958e+06 651.753 1.87874 3.5436e+06 650.395 1.16634 3.46305 4
25098 1457 162399 15678521 1.90435e+06 650.75 1.61284e+06 651.248 1.79084 3.65774e+06 649.898 1.06289 3.35783 5
25126 1446 151544 14504007 1.66158e+06 651.25 1.44575e+06 651.748 1.84806 3.38348e+06 650.339 1.08702 3.42946 8
25156 1446 151979 14599483 1.75039e+06 650.75 1.49471e+06 651.248 1.79911 3.40543e+06 649.885 1.06181 3.36891 6
25195 1448 159654 15393309 1.66208e+06 651.25 1.49507e+06 651.747 1.89687 3.59148e+06 650.3 1.12399 3.49061 3
25223 1436 149295 14116676 1.60042e+06 651.25 1.40534e+06 651.747 1.85042 3.29317e+06 650.337 1.09366 3.43447 1
25282 1436 171351 16079254 1.75047e+06 651.25 1.5664e+06 651.749 1.89061 3.7505e+06 650.278 1.0879 3.49198 7
25315 1383 151869 13564667 1.44346e+06 651.75 1.28874e+06 652.25 1.93794 3.16317e+06 650.756 1.11435 3.54262 5
25350 1434 150107 13983107 1.39493e+06 651.25 1.29981e+06 651.748 1.98121 3.26194e+06 650.224 1.1622 3.60068 8
25386 1439 149430 13898473 1.26494e+06 651.75 1.23276e+06 651.753 2.07786 3.24392e+06 650.1 1.17612 3.75503 8
25465 1431 160474 14674441 1.76147e+06 651.25 1.49109e+06 651.747 1.81245 3.42273e+06 650.434 1.12286 3.36566 3
25493 1429 149900 13715750 1.50149e+06 650.75 1.34062e+06 651.249 1.88476 3.19972e+06 649.788 1.08847 3.47897 6
25562 1419 188803 16883460 1.80665e+06 650.75 1.62786e+06 651.248 1.9102 3.93805e+06 649.775 1.11137 3.51128 7
25607 1432 149183 13419920 1.49392e+06 650.75 1.30571e+06 651.248 1.89305 3.13034e+06 649.838 1.1375 3.47322 6
25637 1430 149733 13355137 1.44754e+06 650.75 1.28448e+06 651.248 1.91457 3.11436e+06 649.798 1.1316 3.50565 5
25643 1432 149719 13287225 1.45023e+06 650.75 1.28976e+06 651.248 1.89657 3.09804e+06 649.801 1.11465 3.49431 6
25699 1430 171373 15296676 1.54061e+06 650.75 1.3651e+06 651.25 2.06331 3.5673e+06 649.806 1.30036 3.63579 6
25863 1426 159772 13985910 1.48429e+06 651.25 1.32129e+06 651.751 1.94953 3.26226e+06 650.279 1.15117 3.54603 6
25902 1419 150321 13166147 1.59098e+06 650.75 1.34837e+06 651.249 1.79833 3.07075e+06 649.868 1.04318 3.37711 8
25957 1407 150487 13119381 1.15279e+06 650.25 1.1042e+06 651.25 2.18702 3.05939e+06 649.521 1.19767 3.84651 6
26044 1406 160751 13995733 1.55445e+06 650.75 1.35353e+06 651.25 1.90383 3.26354e+06 649.851 1.15873 3.47918 4
26084 1402 161016 13902037 1.22611e+06 651.25 1.18695e+06 651.753 2.15626 3.24213e+06 650.094 1.25178 3.81521 8
26171 1398 153104 13058583 1.50451e+06 650.75 1.28446e+06 651.249 1.872 3.04522e+06 649.894 1.15527 3.435 10
26210 1403 152110 12999861 1.20907e+06 650.75 1.13919e+06 651.252 2.10057 3.03131e+06 649.664 1.24407 3.73374 14
26216 1404 174269 14853753 1.40413e+06 650.75 1.30715e+06 651.252 2.0921 3.46417e+06 649.682 1.2437 3.71853 9
26244 1410 149555 12909171 1.42446e+06 650.75 1.25134e+06 651.251 1.89976 3.01077e+06 649.805 1.11085 3.49448 7
26462 1375 151122 12626163 1.1587e+06 651.75 1.12031e+06 651.755 2.07564 2.94529e+06 650.115 1.18269 3.75511 11
26476 1384 161129 13410031 1.56161e+06 650.75 1.31994e+06 651.249 1.86925 3.12519e+06 649.934 1.18828 3.42438 4
26517 1397 149602 12565316 1.38231e+06 650.75 1.22626e+06 651.251 1.88581 2.92919e+06 649.77 1.06913 3.5014 4
26562 1391 152006 12722326 1.23496e+06 650.75 1.16104e+06 651.25 2.01677 2.9664e+06 649.687 1.17392 3.654 7
26713 1391 56486 4736555 705613 652.75 549849 653.25 1.58635 1.10392e+06 652.004 0.840134 3.06103 4
26753 1369 159852 13078387 1.9596e+06 651.25 1.52575e+06 651.751 1.57806 3.04746e+06 650.513 0.840297 3.04823 0
26763 1374 150292 12461857 1.88042e+06 651.75 1.45843e+06 652.25 1.57347 2.90426e+06 651.015 0.83731 3.03722 4
26813 1380 189927 15791212 2.37559e+06 652.25 1.84674e+06 652.75 1.57455 3.68019e+06 651.532 0.85278 3.03041 4
26850 1375 20297 1678402 254474 651.25 197129 651.751 1.56803 391099 650.522 0.83313 3.01538 3
26851 1372 151684 12537647 1.89219e+06 651.25 1.47293e+06 651.751 1.56728 2.92173e+06 650.507 0.824257 3.04015 7
26858 1372 184997 15277026 2.29979e+06 651.25 1.78462e+06 651.75 1.57631 3.56039e+06 650.509 0.833702 3.0413 4
26938 1373 202874 16698053 2.5167e+06 652.25 1.95242e+06 652.75 1.57484 3.89207e+06 651.513 0.832413 3.04446 8
27021 1367 151520 12332129 1.85953e+06 651.25 1.44252e+06 651.75 1.57398 2.87372e+06 650.504 0.82447 3.04463 2
27054 1371 161231 13021079 1.963e+06 651.75 1.52094e+06 652.251 1.5759 3.03342e+06 651.017 0.836474 3.03616 3
27129 1354 153439 12188767 1.84098e+06 651.25 1.42086e+06 651.75 1.57909 2.84015e+06 650.505 0.830753 3.05526 4
27167 1353 150412 11952721 1.80055e+06 651.75 1.39693e+06 652.251 1.5752 2.78485e+06 651.007 0.828243 3.04035 5
27218 1352 150892 11926565 1.79296e+06 651.25 1.39063e+06 651.751 1.57843 2.77871e+06 650.505 0.831493 3.05982 8
27270 1350 156810 12433745 1.87039e+06 651.25 1.45319e+06 651.751 1.5751 2.89734e+06 650.511 0.834105 3.04756 2
27310 1348 151071 11854546 1.78802e+06 651.25 1.38178e+06 651.751 1.57923 2.76221e+06 650.507 0.833757 3.05385 5
27383 1360 164347 13022044 1.95433e+06 651.75 1.52168e+06 652.251 1.575 3.03344e+06 651.017 0.838803 3.04178 6
27421 1360 182584 14342321 2.15264e+06 651.75 1.67235e+06 652.251 1.57807 3.34001e+06 651.007 0.831172 3.04441 9
27501 1355 161140 12644998 1.90082e+06 651.75 1.47308e+06 652.25 1.5796 2.94505e+06 651.007 0.834728 3.04957 5
27572 1341 160090 12526026 1.88359e+06 651.75 1.45974e+06 652.251 1.57948 2.91786e+06 651.016 0.838713 3.04135 5
27610 1348 161844 12819606 1.93341e+06 650.75 1.49504e+06 651.251 1.57842 2.98682e+06 650.002 0.82887 3.05094 4
27733 1350 151580 11958504 1.79936e+06 651.25 1.39492e+06 651.75 1.57836 2.78681e+06 650.515 0.840107 3.04734 2
27774 1362 170057 13418134 2.01765e+06 651.25 1.56485e+06 651.751 1.57827 3.12624e+06 650.514 0.83925 3.05071 6
27828 1343 156181 12217941 1.84276e+06 652.25 1.42696e+06 652.75 1.57574 2.84567e+06 651.51 0.832881 3.04164 4
27870 1272 163479 12017385 1.82327e+06 652.25 1.40673e+06 652.75 1.57216 2.79883e+06 651.507 0.826515 3.03768 5
27878 1352 150816 11952408 1.79632e+06 651.25 1.39369e+06 651.75 1.57913 2.78552e+06 650.514 0.840605 3.04533 6
28106 1349 156885 12254661 1.83827e+06 651.25 1.43169e+06 651.751 1.57552 2.85512e+06 650.523 0.842497 3.0426 8
28149 1356 157005 12279607 1.86294e+06 652.25 1.43923e+06 652.751 1.57048 2.86084e+06 651.518 0.833762 3.03744 6
28217 1351 190781 14902523 2.24705e+06 651.25 1.7423e+06 651.751 1.57483 3.47255e+06 650.527 0.839947 3.03095 3
28280 1343 181116 14048118 2.04072e+06 650.25 1.60854e+06 650.751 1.60796 3.2742e+06 649.483 0.85256 3.0983 3
28321 1329 174478 13528967 1.94952e+06 652.25 1.54514e+06 652.75 1.61224 3.15345e+06 651.473 0.855622 3.10552 4
28352 1338 151251 11723928 1.68673e+06 651.25 1.3311e+06 651.751 1.62138 2.73205e+06 650.462 0.853316 3.12016 3
28387 1330 175631 13487106 2.03326e+06 650.75 1.56801e+06 651.251 1.58314 3.14269e+06 650.011 0.840839 3.06217 7
28424 1334 154908 12240644 1.83731e+06 650.75 1.42996e+06 651.252 1.57616 2.8531e+06 650.007 0.831029 3.05385 6
28486 1331 168754 13244678 1.98534e+06 650.75 1.54348e+06 651.252 1.58062 3.0884e+06 650.007 0.835954 3.05938 5
28530 1329 151970 11860119 1.78007e+06 652.25 1.38363e+06 652.75 1.57848 2.7649e+06 651.522 0.848682 3.0498 4
28553 1321 150995 11785734 1.78277e+06 650.75 1.37851e+06 651.251 1.57448 2.74713e+06 650.009 0.827597 3.04019 1
28591 1325 156120 12082400 1.81988e+06 650.25 1.41049e+06 650.751 1.57737 2.81608e+06 649.501 0.823251 3.04719 3
28662 1308 153602 11597856 1.71804e+06 652.25 1.34707e+06 652.751 1.58499 2.70254e+06 651.502 0.842451 3.06164 4
28745 1266 153888 11144496 1.28797e+06 653.25 1.14592e+06 653.252 1.7912 2.59777e+06 651.78 0.946164 3.36459 2
28756 1265 158787 11494637 1.29751e+06 652.75 1.16929e+06 652.753 1.81052 2.67948e+06 651.26 0.954609 3.39138 12
28783 1298 150441 11180946 1.47079e+06 651.25 1.22048e+06 651.753 1.68654 2.60492e+06 650.405 0.88981 3.18584 3
28819 1298 159658 11860398 1.52443e+06 651.75 1.29011e+06 652.25 1.69241 2.76332e+06 650.89 0.899953 3.2033 7
28892 1279 167493 12169143 1.79905e+06 653.25 1.42289e+06 653.751 1.57429 2.83637e+06 652.504 0.83065 3.07335 2
28930 1278 150321 10883028 1.6552e+06 653.25 1.2689e+06 653.751 1.57859 2.53585e+06 652.509 0.836776 3.05744 7
28980 1286 166026 12097458 1.59689e+06 652.75 1.25923e+06 652.754 1.76876 2.81856e+06 651.477 1.11294 3.26942 10
29011 1260 150531 10799338 1.4105e+06 653.75 1.11944e+06 653.75 1.77652 2.51683e+06 652.459 1.11649 3.28838 7
29059 1267 158279 11414486 1.4714e+06 654.25 1.16894e+06 654.25 1.79848 2.66085e+06 652.937 1.13248 3.32501 10
29091 1295 155852 11412216 1.5392e+06 654.25 1.20559e+06 654.251 1.74266 2.65945e+06 653.014 1.10732 3.24795 4
29100 1301 164767 12101507 1.57728e+06 654.25 1.24389e+06 654.251 1.7912 2.82005e+06 652.941 1.12534 3.3189 9
29320 1291 150262 10890324 1.48703e+06 653.25 1.17993e+06 653.251 1.69904 2.5376e+06 651.974 1.00257 3.2208 4
29601 1281 152899 11048593 1.63019e+06 649.75 1.22669e+06 650.248 1.65565 2.57384e+06 649.097 1.012 3.21051 77
29643 1282 160631 11613378 1.72318e+06 649.75 1.33002e+06 650.248 1.60537 2.70519e+06 649.047 0.927196 3.17769 121
29732 1278 154413 11134081 1.68773e+06 649.75 1.25389e+06 650.247 1.63246 2.59369e+06 649.05 0.955136 3.20292 125
29782 1288 176320 12743410 1.88413e+06 649.75 1.40788e+06 650.247 1.6638 2.96844e+06 649.098 1.02597 3.21887 80
29826 1272 152000 10909041 1.61954e+06 649.75 1.23191e+06 650.248 1.62805 2.54129e+06 649.043 0.947553 3.20277 122
29925 1278 187514 13286627 1.69379e+06 647.25 1.22502e+06 647.748 1.99255 3.09437e+06 646.568 1.36832 3.51741 506
29962 1275 149678 10614432 1.39807e+06 648.75 970225 649.243 2.01 2.47235e+06 648.086 1.40183 3.52764 478
30000 1265 164497 11622393 1.50519e+06 646.25 1.07853e+06 646.748 1.98026 2.7074e+06 645.647 1.41745 3.4743 370
30034 1272 157798 11194900 1.69038e+06 651.75 1.31459e+06 652.247 1.56672 2.60849e+06 651 0.830177 3.0872 6
30084 1276 151220 10721214 1.62717e+06 650.75 1.27042e+06 651.247 1.55323 2.49986e+06 649.997 0.824089 3.11527 2
30106 1271 149452 10587541 1.61554e+06 651.25 1.24938e+06 651.749 1.55966 2.46794e+06 650.498 0.820652 3.08765 5
30200 1263 162699 11386326 1.72432e+06 651.75 1.33596e+06 652.247 1.56828 2.65333e+06 651.002 0.831314 3.08299 3
30237 1265 149992 10478335 1.57112e+06 650.75 1.23295e+06 651.249 1.56397 2.4429e+06 649.987 0.82339 3.12937 3
30239 1249 149932 10404758 1.58115e+06 651.75 1.22271e+06 652.249 1.56615 2.42485e+06 651.011 0.831603 3.06792 4
30255 1266 201870 14325799 2.17019e+06 650.75 1.70094e+06 651.248 1.55022 3.34026e+06 649.99 0.812541 3.11238 6
30292 1269 53309 4896941 742693 650.75 588502 651.248 1.53404 1.14331e+06 649.996 0.807235 3.08305 3
30324 1261 149962 10503777 1.60855e+06 650.75 1.24615e+06 651.248 1.55119 2.44896e+06 649.995 0.817907 3.11745 3
30357 1270 172768 12147871 1.83731e+06 650.75 1.43789e+06 651.248 1.55473 2.83231e+06 650.004 0.829737 3.11801 5
30383 1268 150110 10547356 1.61531e+06 650.75 1.24949e+06 651.248 1.55368 2.4595e+06 650.005 0.828715 3.11409 4
30417 1262 167719 13908904 2.12543e+06 650.75 1.66131e+06 651.248 1.54237 3.24555e+06 649.988 0.809238 3.10094 2
30425 1264 150696 13754510 2.09449e+06 650.75 1.66271e+06 651.249 1.52509 3.21152e+06 649.999 0.800034 3.07419 6
30457 1259 150921 13717943 2.11011e+06 650.75 1.64985e+06 651.248 1.53288 3.20189e+06 650.007 0.803174 3.03764 3
30478 1233 150097 13439780 2.07287e+06 650.75 1.63191e+06 651.248 1.51836 3.13831e+06 650.005 0.79523 3.06591 3
